Artist	Songname	Album	EmbUrl
Ludwig van Beethoven	Symphony No. 9 in D Minor, Op. 125 Choral: 2. Molto vivace	Beethoven: Symphony No.9	https://open.spotify.com/embed/track/2GAcOueBAbwU0kgaXKVAdM
Ludwig van Beethoven	2 Rondos, Op. 51: Rondo in C Major, Op. 51, No. 1	Beethoven: Bagatelles and Dances, Vol. 3	https://open.spotify.com/embed/track/2twAG1D9XkF8NJg3N79Ay8
Ludwig van Beethoven	Beethoven: Symphony No. 1 in C Major, Op. 21: II. Andante cantabile con moto	Beethoven : Symphonies Nos 1 - 9	https://open.spotify.com/embed/track/1FVZppSFBPMaRdmNg6kYnh
Ludwig van Beethoven	Piano Concerto No. 1 in C Major, Op. 15: II. Largo	Beethoven: The Complete Piano Concertos	https://open.spotify.com/embed/track/4dTnxzFkTjtm9w5JkFe9ag
Ludwig van Beethoven	Beethoven: An die ferne Geliebte, Op. 98: III. Leichte Segler in den Höhen	Beethoven: Songs & Folksongs - An die ferne Geliebte, Op. 98: III. Leichte Segler in den Höhen	https://open.spotify.com/embed/track/4sBIG7nINxeNt6HjhSAhN1
Ludwig van Beethoven	Symphony No. 7 in A Major, Op. 92: IV. Allegro con brio	Beethoven: Symphonies Nos. 4 and 7	https://open.spotify.com/embed/track/2CtQ50GdmbvkLNpAektlN5
Ludwig van Beethoven	Beethoven: Symphony No. 6 in F Major, Op. 68 Pastoral: V. Hirtengesang. Frohe und dankbare Gefühle nach dem Sturm. Allegretto	Beethoven: Symphony No. 6 Pastoral	https://open.spotify.com/embed/track/2QQWmnoVPjEvsUTVSs84li
Ludwig van Beethoven	Symphony No. 7 in A Major, Op. 92: III. Presto	Beethoven: Symphonies Nos. 4 and 7	https://open.spotify.com/embed/track/60ua31vRtgwdd18EW2ESJq
Ludwig van Beethoven	Violin Concerto In D, Op.61: 3. Rondo (Allegro)	Beethoven: Violin Concerto; Kreutzer Sonata	https://open.spotify.com/embed/track/3xNxaBV9VBqq8GMOh7iDrN
Ludwig van Beethoven	Septet in E-Flat Major, Op. 20: V. Scherzo. Allegro molto e vivace	Spohr, L.: Nonet, Op. 31   Beethoven, L. Van: Septet, Op. 20	https://open.spotify.com/embed/track/2HQTwLFWR7E0SYm1wP1JfR
Ludwig van Beethoven	Fantasia in C Minor, Op. 80 Choral Fantasy: I. Adagio	The Beethoven Journey: Piano Concerto No. 5 in E-Flat Major, Op. 73 & Fantasia in C Minor, Op. 80 Choral Fantasy	https://open.spotify.com/embed/track/3jN1S3FJif3TpXQx7dSKO4
Ludwig van Beethoven	Beethoven: Triple Concerto for Violin, Cello and Piano in C Major, Op. 56: II. Largo (Live)	Beethoven: Triple Concerto & Schumann: Piano Concerto	https://open.spotify.com/embed/track/1T3CNSTVdbkSPkoyBccOxd
Ludwig van Beethoven	Violin Romance No.1 In G Major, Op.40	Sibelius: Violin Concerto In D Minor, Op.47   Beethoven: Violin Romance No.1 In G Major   Brahms: Violin Concerto In D, Op.77 (The Originals)	https://open.spotify.com/embed/track/2S3qN8s6dS8QR5PthnqI2P
Ludwig van Beethoven	Cello Sonata in G Minor, Op. 5 No. 2: Cello Sonata in G Minor, Op. 5 No. 2: I. Adagio sostenuto e espressivo - Allegro molto più tosto presto	Beethoven: Complete Works for Piano & Cello	https://open.spotify.com/embed/track/5c8BsoCHHBjR5LzPLRuW6T
Ludwig van Beethoven	Beethoven: String Quartet No. 1 in F Major, Op. 18 No. 1: III. Scherzo. Allegro molto	Beethoven Around the World: Philadelphia, String Quartets Nos 1 & 14	https://open.spotify.com/embed/track/2TW0zx4iujSgL3bsoHq4tm
Ludwig van Beethoven	String Quartet No. 15 in A Minor, Op. 132: III. Molto adagio	Beethoven: String Quartets, Opp. 132, 130 & 133	https://open.spotify.com/embed/track/4L3fzc3JVxxGQYMMqQEs1T
Ludwig van Beethoven	Symphony No. 5 in C Minor, Op. 67: 3. Allegro	Beethoven: Symphonies Nos.5 & 7	https://open.spotify.com/embed/track/7ojkji0OYCOpl3UMy92gEf
Ludwig van Beethoven	Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio	Beethoven: Symphonies Nos.5 & 7	https://open.spotify.com/embed/track/6cUCckpdlqHJ5Ascf2uH2A
Ludwig van Beethoven	Symphony No. 7 in A Major, Op. 92: II. Allegretto	Beethoven: Symphonies Nos. 4 and 7	https://open.spotify.com/embed/track/1JRTJHDOBwyaBQ8qBiqmel
Ludwig van Beethoven	String Quartet No. 13 in B-Flat Major, Op. 130: II. Presto	Beethoven: String Quartet, Op. 130   Grosse Fuge, Op. 133	https://open.spotify.com/embed/track/2KyP3cnZ4ZWuLY11rfbAAs
Ludwig van Beethoven	Piano Sonata No. 1 in F Minor, Op. 2, No. 1: II. Adagio	Beethoven: The Complete Piano Sonatas	https://open.spotify.com/embed/track/48ExUJmRvVS7DEXNVBLDB6
Ludwig van Beethoven	Symphony No. 9 in D Minor, Op. 125 Choral: 3. Adagio molto e cantabile	Beethoven: Symphony No.9	https://open.spotify.com/embed/track/69nDKRbYZLGNEkPhImEVGB
Ludwig van Beethoven	Missa Solemnis in D Major, Op. 123: I. Kyrie	Beethoven: Missa Solemnis in D Major, Op. 123	https://open.spotify.com/embed/track/2g6ZbyPZ0R7LyKKSW5PjrD
Ludwig van Beethoven	Symphony No. 3 in E-Flat Major, Op. 55 Eroica: III. Scherzo: Allegro vivace	Beethoven: Symphonies Nos. 3 and 8	https://open.spotify.com/embed/track/3SyKsXPooQlF7jDggFeiHl
Ludwig van Beethoven	Egmont, Op. 84: Overture	Beethoven, L. van: Egmont   Ah, perfido	https://open.spotify.com/embed/track/2cN3DKBEAq7MAc6aUElXVJ
Ludwig van Beethoven	Beethoven: Symphony No. 6 in F Major, Op. 68 Pastoral: I. Erwachen heiterer Empfindungen bei der Ankunft auf dem Lande. Allegro ma non troppo	Beethoven: Symphony No. 6 Pastoral	https://open.spotify.com/embed/track/5UbN3fe9OB1p5KwjgUAHD4
Ludwig van Beethoven	Piano Concerto No. 4 in G Major, Op. 58: I. Allegro moderato	Beethoven: Piano Concertos Nos. 3 and 4	https://open.spotify.com/embed/track/2VviQKhocUnugPmHXEMWZn
Ludwig van Beethoven	Fantasia in C Minor, Op. 80 Choral Fantasy: II. Finale. Allegro - Allegretto, ma non troppo, quasi andante con moto	The Beethoven Journey: Piano Concerto No. 5 in E-Flat Major, Op. 73 & Fantasia in C Minor, Op. 80 Choral Fantasy	https://open.spotify.com/embed/track/1aLs8G7GNBWLloglhNP0Nd
Orlande de Lassus	Dixit Martha ad Jesum à 9	Orlando di Lasso: Laudate Dominum	https://open.spotify.com/embed/track/2OJzMHyFuZbraIlk78nPNB
Orlande de Lassus	Beatus Nicolaus à 8	Orlando di Lasso: Laudate Dominum	https://open.spotify.com/embed/track/4VXrl7NLaz3XdNLIOXpdoL
Orlande de Lassus	Te Deum laudamus à 6	Orlando di Lasso: Laudate Dominum	https://open.spotify.com/embed/track/7Aap3GXbDUUX3lsh2BpqHr
Orlande de Lassus	Ad Dominum cum tribularer à 6	Orlando di Lasso: Laudate Dominum	https://open.spotify.com/embed/track/3WPzV1tysiOuj2BBiRNykx
Orlande de Lassus	Domine Dominus noster à 6	Orlando di Lasso: Laudate Dominum	https://open.spotify.com/embed/track/43xFq2kjnqQRGO1LyN1c3F
Orlande de Lassus	Aurora lucis rutilat à 10	Orlando di Lasso: Laudate Dominum	https://open.spotify.com/embed/track/7kTip3cN8BBMWyu0pYlO7c
Orlande de Lassus	Musica Dei donum optimi à 6	Orlando di Lasso: Laudate Dominum	https://open.spotify.com/embed/track/2dniPmsCxFkijJXR3Qnpwr
Orlande de Lassus	Bone Jesu verbum Patris à 8	Orlando di Lasso: Laudate Dominum	https://open.spotify.com/embed/track/30nrPro1LcwIuziStBy9tV
Orlande de Lassus	Laudate Dominum quoniam bonus est à 7	Orlando di Lasso: Laudate Dominum	https://open.spotify.com/embed/track/1hEmZaysfmGN4RwW4pgrqJ
Orlande de Lassus	Omnia tempus habent à 8	Orlando di Lasso: Laudate Dominum	https://open.spotify.com/embed/track/2fCuEo1M1q0SqzBGt3PO8w
Orlande de Lassus	Alma redemptoris mater à 8	Orlando di Lasso: Laudate Dominum	https://open.spotify.com/embed/track/5lUEThAOgsjeXM8P3WD8hJ
Orlande de Lassus	Laudate Dominum omnes gentes à 12	Orlando di Lasso: Laudate Dominum	https://open.spotify.com/embed/track/4XOSsCo6z1u6yJCuf6uOOB
Orlande de Lassus	Mira loquor sed digna fide à 10	Orlando di Lasso: Laudate Dominum	https://open.spotify.com/embed/track/3XShcJL86zuNttLtt0UisB
Franz Schubert	Schubert: Ave Maria, D. 839	Schubert : Lieder	https://open.spotify.com/embed/track/3eLlW0GegkXy3o92t51xaJ
Franz Schubert	4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto	Schubert: Impromptus Opp.90 & 142	https://open.spotify.com/embed/track/4acoaqSa5dno7qMFExRG2w
Franz Schubert	Piano Sonata No. 13 in A Major, D. 664: I. Allegro moderato	Wilhelm Kempff, Piano (Vol.2)	https://open.spotify.com/embed/track/0aVFVffGcvdUIhvrLpxvdI
Franz Schubert	Die Forelle, Op. 32, D. 550	Schubert: Lieder	https://open.spotify.com/embed/track/7lCqzDWT6GPECGp0TzMnR7
Franz Schubert	Winterreise D.911: Erste Abteilung: Gute Nacht	Schubert: Winterreise D.911	https://open.spotify.com/embed/track/4czjSVTWBP3JiEYBA9Guad
Franz Schubert	Overture in C Major in Italian Style, Op. 170, D. 591	Schubert: Symphony No. 5   Symphony No. 6   Overture in C Major	https://open.spotify.com/embed/track/7gL4uJ2bTX0TL5GjBmbvBS
Franz Schubert	Symphony No. 6 in C Major, D. 589: I. Adagio. Allegro	Schubert: Symphony No. 5   Symphony No. 6   Overture in C Major	https://open.spotify.com/embed/track/5n2CXMi5TgTrS9MxxFC5u5
Franz Schubert	Wohin?, Op. 25, No. 2, D. 795	Schubert Sessions: Lieder with Guitar	https://open.spotify.com/embed/track/5lr5TbocNLOgf4FAH2Wi3d
Franz Schubert	Schwanengesang, D. 957: Schwanengesang, D. 957: Ständchen	Schubert: Schwanengesang	https://open.spotify.com/embed/track/2egYFLjRGuzt8lYM1Yznz2
Franz Schubert	4 Impromptus, D. 899, Op. 90: No. 3 in G-Flat Major	Schubert: Impromptus, D. 899 (Op. 90) & D. 935 (Op. 142)	https://open.spotify.com/embed/track/5XHb9dbX8TxrDx5HCcJMn2
Franz Schubert	Introduction and Variations for Flute and Piano in E Minor, D. 802 Op. posth. 160: No. 3, Variation I	Beethoven, Schubert, Weber: Works for Flute and Piano	https://open.spotify.com/embed/track/6kjMfRBEqmySWZiqndkzhC
Franz Schubert	Piano Quintet in A major, D. 667 The Trout: 3. Scherzo (Presto)	Schubert: Trout Quintet   Wolf: Italian Serenade   Mozart: Eine kleine Nachtmusik	https://open.spotify.com/embed/track/3O4Rl1D1MiLliQml4atM5D
Franz Schubert	4 Impromptus, Op.90, D.899: No.2 in E Flat Major: Allegro	Schubert: Impromptus Opp.90 & 142	https://open.spotify.com/embed/track/7GnpnKqlXW9RkPmyBR2VEf
Franz Schubert	Symphony No.5 In B Flat, D.485: 1. Allegro	Schubert: Symphonies Nos.5 & 8   Dvorák: Symphony No.9   Schumann: Symphony No.4	https://open.spotify.com/embed/track/5lhSgRzSBQh0CsGOt4TUAh
Franz Schubert	Piano Quintet in A Major, D. 667, Op. 114 Trout: IV. Tema con variazioni. Andantino	Schubert: Piano Quintet in A Major, D. 667 Trout - Mozart: Clarinet Quintet in A Major, K. 581	https://open.spotify.com/embed/track/27zDvwytPIiMdGpqFOkQTJ
Franz Schubert	Symphony No. 9 in C Major, D. 944 Great: II. Andante con moto	Schubert: Symphony No. 8 in B Minor, D. 759 Unfinished & Symphony No. 9 in C Major, D. 944 Great	https://open.spotify.com/embed/track/4HLN0plDb30UwLJSHgxJQQ
Franz Schubert	Symphony No. 3 in D Major, D. 200: II. Allegretto (Live)	R. Schumann: Symphony No. 1, Op. 38 Spring - Schubert: Symphony No. 3, D. 200 (Live)	https://open.spotify.com/embed/track/1ePX4ayS80SUWOQZReBwQt
Franz Schubert	String Quintet in C Major, Op. 163, D. 956: II. Adagio	Schubert: String Quintet in C Major   String Trio in B-Flat Major	https://open.spotify.com/embed/track/5cYneFoq3QPdoQkVIoLEvH
Franz Schubert	Schubert: Symphony No. 1 in D Major, D. 82: II. Andante	Schubert - Symphonies Nos. 1 & 6 Unfinished	https://open.spotify.com/embed/track/66FSkKmgnMet1SQWsd3T6h
Franz Schubert	Symphony No. 8 in B Minor, D. 759 Unfinished: 1. Allegro moderato	Schubert: Symphony No.8 Unfinished   Mendelssohn: Symphony No.4 Italian	https://open.spotify.com/embed/track/52GmHO5DikTIKc3yBmTTT1
Franz Schubert	Piano Quintet in A Major, D. 667, Op. 114 Trout: V. Allegro giusto	Schubert: Piano Quintet in A Major Trout, Arpeggione Sonata in A Minor & Piano Trio in E-Flat Major Notturno	https://open.spotify.com/embed/track/7CJPkeKl25RXxuMYeaCByE
Franz Schubert	String Quartet No. 13 in A Minor, Op. 29 No. 1, D. 804: I. Allegro ma non troppo	Schubert: String Quartets Nos. 10 & 13	https://open.spotify.com/embed/track/3Kl3KMDm4W0lbm4XJYy6Zy
Franz Schubert	Violin Sonata in A Minor, Op. 137 No. 2, D. 385: I. Allegro moderato	Schubert: Violin Sonatas & Fantasy in C Major	https://open.spotify.com/embed/track/6kmK269VzYJy18GzWOCnVd
Franz Schubert	Die schöne Müllerin, Op. 25, D. 795: No. 19 Der Müller und der Bach	Schubert: Songs without Words	https://open.spotify.com/embed/track/1BIErb2Vkyllmjjrz651oC
Franz Schubert	Fantasy in C Major, D. 934	Schubert: Violin Sonatas & Fantasy in C Major	https://open.spotify.com/embed/track/3EqGhxpO0ILnUbyAwjY2Dz
Franz Schubert	Octet in F Major, D. 803: IV. Andante with variations	Schubert: Octets, D. 803 and D. 72	https://open.spotify.com/embed/track/3qr6Q9ud3XL43pFruOihRg
Franz Schubert	Erlkönig, D. 328 (Op.1)	The Art of Bryn Terfel	https://open.spotify.com/embed/track/4oomOHx8NgPq2flBcGxtxD
Franz Schubert	Der Hirt auf dem Felsen, Op. 129, D. 965	Schubert: Lied Edition 26 - Romantic Poets, Vol. 3	https://open.spotify.com/embed/track/17GXyzGzRAi47XroCPda40
Franz Schubert	Piano Sonata No.15 in C, D.840: 2. Andante	Mitsuko Uchida plays Schubert	https://open.spotify.com/embed/track/6WE2vVhrk7MmWSEF28QgwR
Franz Schubert	Der Gondelfahrer, Op. 28, D.809	Schubert: Male Choruses	https://open.spotify.com/embed/track/7ulFzeemDntVFHFQyJIRFB
Franz Schubert	Schubert: Wiegenlied, D. 498: Schlafe, schlafe(Langsam)	Schubert: Lieder	https://open.spotify.com/embed/track/4J4TWCAQOp4eFBitzkkpvR
Franz Schubert	Piano for Four Hands, D. 947, Lebensstürme: Allegro in A Minor	Schubert: Piano Music for Four Hands	https://open.spotify.com/embed/track/1KVaMoHoYd4BGv6KQKuy5t
Franz Schubert	Der Jüngling an der Quelle, D.300	Schubert: Die schöne Müllerin	https://open.spotify.com/embed/track/7sbQJf4TMKDO5UpkwKKCxC
Franz Schubert	Schubert: String Quintet in C Major, D. 956: II. Adagio	Schubert: Quintet and Lieder	https://open.spotify.com/embed/track/25mDxI046ioWDZZgSF2MYT
Franz Schubert	Arpeggione Sonata in A Minor, D. 821, Arpeggione: I. Allegro moderato	Schubert: Arpeggione Sonata   Schumann: Fantasiestücke	https://open.spotify.com/embed/track/3cZo0kMDKVpybhAkJVU57p
Franz Schubert	Die schöne Müllerin, D.795: 1. Das Wandern	Schubert: Die schöne Müllerin	https://open.spotify.com/embed/track/5Av7oLA9nU8LfbHKVUzNsA
Franz Schubert	Trout Quintet: Andante	Schubert: Trout Quintet	https://open.spotify.com/embed/track/1U9KqLPDGaQoONW8bcONko
Franz Schubert	Violin Sonata in G Minor, Op. 137 No. 3, D. 408: IV. Allegro moderato	Schubert: 3 Violin Sonatas, Op. 137	https://open.spotify.com/embed/track/0Qw0OjeLJ29Mg9FWbD4z6L
Franz Schubert	Piano Sonata No.18 in G, D.894: 4. Allegretto	Schubert: Piano Works 1822-1828	https://open.spotify.com/embed/track/1kbkxiArBp3r8HRs1QEWZg
Franz Schubert	Piano Sonata No.14 In A Minor, D.784: 3. Allegro vivace	Schubert: Sonata D784; 6 Moments Musicaux D780; 2 Scherzi D593	https://open.spotify.com/embed/track/27tjtWoZ7chIXBLVTrqG8u
Franz Schubert	Nacht und Traume, D. 827	Schubert: Lied Edition 15 - Friends, Vol. 2	https://open.spotify.com/embed/track/5VpO9oiRQpHuoUaO4G8AVb
Franz Schubert	Symphony No. 8 in B Minor, D. 759 Unfinished: II. Andante con moto	Schubert: Symphony No. 8 in B Minor, D. 759 Unfinished & Symphony No. 9 in C Major, D. 944 Great	https://open.spotify.com/embed/track/6WIABwSr2Kc7GvyiPutt9F
Franz Schubert	Piano Quintet In A Major, Op. 114, D 667 - The Trout: 1. Allegro vivace	Schubert: Forellenquintett - Trout Quintet	https://open.spotify.com/embed/track/58qUgGCJHP0WLvsCeXhGia
Franz Schubert	Symphony No. 2 in B-Flat major, D. 125: II. Andante	Schubert: Symphony No. 1 & 2	https://open.spotify.com/embed/track/5Q6P1DQGtytOnMUCyvlBS2
Franz Schubert	Symphony No. 2 in B-Flat Major, D.125: I. Largo — Allegro vivace	Schubert: Symphony No. 2	https://open.spotify.com/embed/track/4UxYzsmPu7HZ791dBjefLc
Giovanni Pierluigi da Palestrina	Missa Viri Galilaei: Missa Viri Galilaei: Agnus Dei	Early Music Masterpieces	https://open.spotify.com/embed/track/2eyNi2CJWXRCpRRidyGrVp
Giovanni Pierluigi da Palestrina	Palestrina: Sicut Lilium Inter Spinas	Renaissance Radio	https://open.spotify.com/embed/track/45gZHttLcyRctUHnwUt58n
Giovanni Pierluigi da Palestrina	Sicut cervus	Like as the Hart	https://open.spotify.com/embed/track/6xzg8scb8U1jkvDFWUscPU
Giovanni Pierluigi da Palestrina	Ad Te Levavi Oculos Meos	Palestrina	https://open.spotify.com/embed/track/2qzdpy8vBl6eScmT0Ggajz
Giovanni Pierluigi da Palestrina	Palestrina: Alma redemptoris	Nativitas	https://open.spotify.com/embed/track/4oNGU7zMvvsdTA2rZh4Rdh
Giovanni Pierluigi da Palestrina	Missa Aeterna Christi Munera: 5. Agnus Dei	The Flowering of Renaissance Choral Music (7 CDs)	https://open.spotify.com/embed/track/38dRl91RGyHKsOg2B2v7Ig
Giovanni Pierluigi da Palestrina	Litaniae de Beata Virgine Maria, 8vv	Allegri: Miserere   Palestrina: Stabat Mater	https://open.spotify.com/embed/track/0MnvwFVVz7ZaDCSzL5ehUv
Giovanni Pierluigi da Palestrina	Palestrina: Missa Brevis - 13. Agnus Dei 2	The Tallis Scholars Sing Palestrina	https://open.spotify.com/embed/track/7zurR7oUDbuqPDdA7cYNwV
Giovanni Pierluigi da Palestrina	Tu es Petrus a 6	Roma æterna	https://open.spotify.com/embed/track/6IqYpSQ1Qu4DxZMluiMWqJ
Giovanni Pierluigi da Palestrina	Missa sine nomine a 6: Credo	Palestrina: Missa Sine Nomine   Missa L'Homme Arme   Motets	https://open.spotify.com/embed/track/4sG6jZziKBvvkxIFwgrvE2
Giovanni Pierluigi da Palestrina	Peccantem me quotidie	Allegri: Miserere, etc.	https://open.spotify.com/embed/track/2Bc7bNOdrq3MtTOlwuVY7m
Giovanni Pierluigi da Palestrina	Palestrina: Canticum Canticorum (Motets, Book 4): No. 2, Trahe me, post te	Palestrina: Canticum Canticorum	https://open.spotify.com/embed/track/02yRH9pSikUOws7Yu5gIgb
Giovanni Pierluigi da Palestrina	Magnificat primi toni	A Choral Tapestry	https://open.spotify.com/embed/track/7kv2w33T09kMriN59GUqvl
Giovanni Pierluigi da Palestrina	Salve Regina	How Fair Thou Art: Biblical Passions by Giovanni Pierluigi da Palestrina	https://open.spotify.com/embed/track/40yprUq6e3FCBau3soDfMA
Giovanni Pierluigi da Palestrina	Motets for 5-8 Voices: Book 1 for 5-7 Voices: Quem vidistis pastores (secunda pars)	Palestrina, G.P. Da: Choral Music (O Magnum Mysterium)	https://open.spotify.com/embed/track/5YI1RrgWkCu9SGRhCpDdBu
Giovanni Pierluigi da Palestrina	Madrigals, Book 1 (Il primo libro di madrigali): Deh, or foss'io col vago della luna	Palestrina: Il primo libro de Madrigali a qauttro voci	https://open.spotify.com/embed/track/70klAeiBjlOkxppeFHEQU5
Giovanni Pierluigi da Palestrina	Masses, Book 11, Missa Quando lieta sperai: Gloria In Excelsis Deo	Palestrina: Miss ex cipriano de rore	https://open.spotify.com/embed/track/6PdWRjhozxY8EjmWtlq7q7
Giovanni Pierluigi da Palestrina	Ricercar del primo tuono	Fugue Around The Clock	https://open.spotify.com/embed/track/2cU4z0EX93ULyROhYoPo0E
Giovanni Pierluigi da Palestrina	Palestrina : Motets, Book 4, 'Canticum canticorum' : Nigra sum, sed formosa	Palestrina : Missa pro defunctis & Motets	https://open.spotify.com/embed/track/0zB14lmO1JlqpRo25Cx618
Giovanni Pierluigi da Palestrina	Assumpta Est Maria a 6	Music from the Sistine Chapel	https://open.spotify.com/embed/track/2x15yaLETxKNCVQRMkuBY4
Giovanni Pierluigi da Palestrina	Lamentations, Book 3: Manum suam misit hostis	Vocal Music (Renaissance) - Victoria, T.L. De   Gesualdo, C.   White, R.   Palestrina, G.P. Da (Lamentations)	https://open.spotify.com/embed/track/0dbVvN3CkarvnFxf178ilE
Giovanni Pierluigi da Palestrina	Missa Papae Marcelli: Kyrie	Palestrina: Missa Papae Marcelli	https://open.spotify.com/embed/track/46JsxiI6tGMzipdW6CY40H
Giovanni Pierluigi da Palestrina	Stabat Mater (8vv)	A Spotless Rose	https://open.spotify.com/embed/track/0YN6BjZ7vw5j9bVrsdQWtB
Giovanni Pierluigi da Palestrina	Osculetur me	Song of Songs	https://open.spotify.com/embed/track/1JwQIEJfgXOcseip08iP4J
Johann Sebastian Bach	Sonata for Viola da Gamba No. 3 in G Minor, BWV 1029: II. Adagio	Bach Trios	https://open.spotify.com/embed/track/6bj2r3CKqXhMnvb07VY4iR
Johann Sebastian Bach	Goldberg Variations, BWV 988: Variation 3 a 1 Clav. Canone all'Unisono	Bach: The Goldberg Variations, BWV 988 (1981 Gould Remaster)	https://open.spotify.com/embed/track/5SJFZnECoKeTLy7PPVLLbF
Johann Sebastian Bach	Brandenburg Concerto No.5 in D, BWV 1050: 1. Allegro	Bach, J.S.: Brandenburg Concertos etc.	https://open.spotify.com/embed/track/7ImuASnzYk9YHn3isFjZ0j
Johann Sebastian Bach	Wachet auf, ruft uns die Stimme, Cantata BWV 140: 4. Zion hört die Wächter singen	Bach, J.S.: Cantata BWV 140, Magnificat BWV 243	https://open.spotify.com/embed/track/1k82bzEjGy47GX0EbVPseH
Johann Sebastian Bach	Keyboard Concerto No. 5 in F Minor, BWV 1056: I. [Allegro]	Bach: A Strange Beauty	https://open.spotify.com/embed/track/2KKSrG7ImkM3Mho3RcQ9vI
Johann Sebastian Bach	Concerto No. 4 in G major, BWV 1049: I. Allegro	J. S. Bach: Brandenburg Concertos	https://open.spotify.com/embed/track/24UDkOLbWHqmjPgD1UJmyC
Johann Sebastian Bach	Concerto in D Minor for Two Violins, BWV 1043: Concerto in D Minor for Two Violins, BWV 1043: II. Largo ma non tanto	J.S. Bach: Solo & Double Violin Concertos	https://open.spotify.com/embed/track/0hIr784kGfRf5EVFGP1dFi
Johann Sebastian Bach	Concerto for 2 Keyboards in C Minor, BWV 1062: II. Andante e piano	Bach, J.S.: Harpsichord Concertos, Vol. 3	https://open.spotify.com/embed/track/2CtvY5R3OpZgsJ4i9sK9V5
